admin_1,admin_2,value,season_date,season_name,year
Matabeleland North,Lupane,,2011-04-30,Main,2011
Matabeleland North,Nkayi,0.2168793628,2015-04-30,Main,2015
Matabeleland North,Nkayi,0.5064050781,2014-04-30,Main,2014
Matabeleland North,Nkayi,,2013-04-30,Main,2013
Matabeleland North,Nkayi,,2012-04-30,Main,2012
Matabeleland North,Nkayi,,2011-04-30,Main,2011
Matabeleland North,Tsholotsho,0.0995511988,2015-04-30,Main,2015
Matabeleland North,Tsholotsho,0.4065218059,2014-04-30,Main,2014
Matabeleland North,Tsholotsho,,2013-04-30,Main,2013
Matabeleland North,Tsholotsho,,2012-04-30,Main,2012
Matabeleland North,Tsholotsho,,2011-04-30,Main,2011
Matabeleland North,Umguza,0.2796278237,2015-04-30,Main,2015
Matabeleland North,Umguza,1.116667796,2014-04-30,Main,2014
Matabeleland North,Umguza,,2013-04-30,Main,2013
Matabeleland North,Umguza,,2012-04-30,Main,2012
Matabeleland North,Umguza,,2011-04-30,Main,2011
Matabeleland North,Hwange Rural,0.1259195806,2015-04-30,Main,2015
Matabeleland North,Hwange Rural,0.4521711375,2014-04-30,Main,2014
Matabeleland North,Hwange Rural,,2013-04-30,Main,2013
Matabeleland North,Hwange Rural,,2012-04-30,Main,2012
Matabeleland North,Hwange Rural,,2011-04-30,Main,2011
Matabeleland South,Beitbridge Rural,0.07390827173,2015-04-30,Main,2015
Matabeleland South,Beitbridge Rural,0.5951004817,2014-04-30,Main,2014
Matabeleland South,Beitbridge Rural,,2013-04-30,Main,2013
Matabeleland South,Beitbridge Rural,,2012-04-30,Main,2012
Matabeleland South,Beitbridge Rural,,2011-04-30,Main,2011
Matabeleland South,Bulilima,0.1373141451,2015-04-30,Main,2015
Matabeleland South,Bulilima,0.4683318191,2014-04-30,Main,2014
Matabeleland South,Bulilima,,2013-04-30,Main,2013
Matabeleland South,Bulilima,,2012-04-30,Main,2012
Matabeleland South,Bulilima,,2011-04-30,Main,2011
Matabeleland South,Mangwe,0.03768023097,2015-04-30,Main,2015
Matabeleland South,Mangwe,0.4269699193,2014-04-30,Main,2014
Matabeleland South,Mangwe,,2013-04-30,Main,2013
Matabeleland South,Mangwe,,2012-04-30,Main,2012
Matabeleland South,Mangwe,,2011-04-30,Main,2011
Matabeleland South,Gwanda Rural,0.01704514416,2015-04-30,Main,2015
Matabeleland South,Gwanda Rural,0.6275277137,2014-04-30,Main,2014
Matabeleland South,Gwanda Rural,,2013-04-30,Main,2013
Matabeleland South,Gwanda Rural,,2012-04-30,Main,2012
Matabeleland South,Gwanda Rural,,2011-04-30,Main,2011
Matabeleland South,Insiza,0.1936331723,2015-04-30,Main,2015
Matabeleland South,Insiza,0.5978085623,2014-04-30,Main,2014
Matabeleland South,Insiza,,2013-04-30,Main,2013
Matabeleland South,Insiza,,2012-04-30,Main,2012
Matabeleland South,Insiza,,2011-04-30,Main,2011
Matabeleland South,Matobo,0.0720080395,2015-04-30,Main,2015
Matabeleland South,Matobo,0.5765482597,2014-04-30,Main,2014
Matabeleland South,Matobo,,2013-04-30,Main,2013
Matabeleland South,Matobo,,2012-04-30,Main,2012
Matabeleland South,Matobo,,2011-04-30,Main,2011
Matabeleland South,Umzingwane,0.1701354152,2015-04-30,Main,2015
Matabeleland South,Umzingwane,0.9069856076,2014-04-30,Main,2014
Matabeleland South,Umzingwane,,2013-04-30,Main,2013
Matabeleland South,Umzingwane,,2012-04-30,Main,2012
Matabeleland South,Umzingwane,,2011-04-30,Main,2011
Midlands,Chirumhanzu,0.353338002,2015-04-30,Main,2015
Midlands,Chirumhanzu,0.9241006055,2014-04-30,Main,2014
Midlands,Chirumhanzu,,2013-04-30,Main,2013
Midlands,Chirumhanzu,,2012-04-30,Main,2012
Midlands,Chirumhanzu,,2011-04-30,Main,2011
Midlands,Gokwe North,0.2978303872,2015-04-30,Main,2015
Midlands,Gokwe North,0.6527541212,2014-04-30,Main,2014
Midlands,Gokwe North,,2013-04-30,Main,2013
Midlands,Gokwe North,,2012-04-30,Main,2012
Midlands,Gokwe North,,2011-04-30,Main,2011
Midlands,Gokwe South Rural,0.3214717673,2015-04-30,Main,2015
Midlands,Gokwe South Rural,0.5258276436,2014-04-30,Main,2014
Midlands,Gokwe South Rural,,2013-04-30,Main,2013
Midlands,Gokwe South Rural,,2012-04-30,Main,2012
Midlands,Gokwe South Rural,,2011-04-30,Main,2011
Midlands,Gweru Rural,0.2506376161,2015-04-30,Main,2015
Midlands,Gweru Rural,0.8356592765,2014-04-30,Main,2014
Midlands,Gweru Rural,,2013-04-30,Main,2013
Midlands,Gweru Rural,,2012-04-30,Main,2012
Midlands,Gweru Rural,,2011-04-30,Main,2011
Midlands,Kwekwe Rural,0.3047361778,2015-04-30,Main,2015
Midlands,Kwekwe Rural,0.6144818114,2014-04-30,Main,2014
Midlands,Kwekwe Rural,,2013-04-30,Main,2013
Midlands,Kwekwe Rural,,2012-04-30,Main,2012
Midlands,Kwekwe Rural,,2011-04-30,Main,2011
Midlands,Mberengwa,0.106905291,2015-04-30,Main,2015
Midlands,Mberengwa,0.805729671,2014-04-30,Main,2014
Midlands,Mberengwa,,2013-04-30,Main,2013
Midlands,Mberengwa,,2012-04-30,Main,2012
Midlands,Mberengwa,,2011-04-30,Main,2011
Midlands,Shurugwi Rural,0.1365893336,2015-04-30,Main,2015
Midlands,Shurugwi Rural,0.8608457014,2014-04-30,Main,2014
Midlands,Shurugwi Rural,,2013-04-30,Main,2013
Midlands,Shurugwi Rural,,2012-04-30,Main,2012
Midlands,Shurugwi Rural,,2011-04-30,Main,2011
Midlands,Zvishavane Rural,0.1548769904,2015-04-30,Main,2015
Midlands,Zvishavane Rural,0.7377731475,2014-04-30,Main,2014
Midlands,Zvishavane Rural,,2013-04-30,Main,2013
Midlands,Zvishavane Rural,,2012-04-30,Main,2012
Midlands,Zvishavane Rural,,2011-04-30,Main,2011
Masvingo,Bikita,0.1244893433,2015-04-30,Main,2015
Masvingo,Bikita,0.5823626299,2014-04-30,Main,2014
Masvingo,Bikita,,2013-04-30,Main,2013
Masvingo,Bikita,,2012-04-30,Main,2012
Masvingo,Bikita,,2011-04-30,Main,2011
Masvingo,Chiredzi Rural,0.04659772168,2015-04-30,Main,2015
Masvingo,Chiredzi Rural,0.3907058632,2014-04-30,Main,2014
Masvingo,Chiredzi Rural,,2013-04-30,Main,2013
Masvingo,Chiredzi Rural,,2012-04-30,Main,2012
Masvingo,Chiredzi Rural,,2011-04-30,Main,2011
Masvingo,Chivi,0.04832292119,2015-04-30,Main,2015
Masvingo,Chivi,0.4008683779,2014-04-30,Main,2014
Masvingo,Chivi,,2013-04-30,Main,2013
Masvingo,Chivi,,2012-04-30,Main,2012
Masvingo,Chivi,,2011-04-30,Main,2011
Masvingo,Gutu,0.2344797266,2015-04-30,Main,2015
Masvingo,Gutu,0.6795779214,2014-04-30,Main,2014
Masvingo,Gutu,,2013-04-30,Main,2013
Masvingo,Gutu,,2012-04-30,Main,2012
Masvingo,Gutu,,2011-04-30,Main,2011
Masvingo,Masvingo Rural,0.243037628,2015-04-30,Main,2015
Masvingo,Masvingo Rural,0.6820697145,2014-04-30,Main,2014
Masvingo,Masvingo Rural,,2013-04-30,Main,2013
Masvingo,Masvingo Rural,,2012-04-30,Main,2012
Masvingo,Masvingo Rural,,2011-04-30,Main,2011
Masvingo,Mwenezi,0.03070633292,2015-04-30,Main,2015
Masvingo,Mwenezi,0.4961522577,2014-04-30,Main,2014
Masvingo,Mwenezi,,2013-04-30,Main,2013
Masvingo,Mwenezi,,2012-04-30,Main,2012
Masvingo,Mwenezi,,2011-04-30,Main,2011
Masvingo,Zaka,0.1884891246,2015-04-30,Main,2015
Masvingo,Zaka,0.4009691087,2014-04-30,Main,2014
Masvingo,Zaka,,2013-04-30,Main,2013
Masvingo,Zaka,,2012-04-30,Main,2012
Masvingo,Zaka,,2011-04-30,Main,2011
Manicaland,Buhera,0.6066142464,2017-04-30,Main,2017
Manicaland,Buhera,0.04277928635,2016-04-30,Main,2016
Manicaland,Chimanimani,1.391180089,2017-04-30,Main,2017
Manicaland,Chimanimani,0.7146707734,2016-04-30,Main,2016
Manicaland,Chipinge Rural,1.386927384,2017-04-30,Main,2017
Manicaland,Chipinge Rural,0.3179223654,2016-04-30,Main,2016
Manicaland,Makoni,0.7368398683,2017-04-30,Main,2017
Manicaland,Makoni,0.4788541933,2016-04-30,Main,2016
Manicaland,Mutare Rural,1.079451479,2017-04-30,Main,2017
Manicaland,Mutare Rural,0.2604405023,2016-04-30,Main,2016
Manicaland,Mutasa,1.044428916,2017-04-30,Main,2017
Manicaland,Mutasa,0.6018815553,2016-04-30,Main,2016
Manicaland,Nyanga,1.108533363,2017-04-30,Main,2017
Manicaland,Nyanga,0.3654274969,2016-04-30,Main,2016
Mashonaland Central,Bindura Rural,3.068023977,2017-04-30,Main,2017
Mashonaland Central,Bindura Rural,1.224147161,2016-04-30,Main,2016
Mashonaland Central,Muzarabani,1.423210556,2017-04-30,Main,2017
Mashonaland Central,Muzarabani,0.3313245039,2016-04-30,Main,2016
Mashonaland Central,Guruve,1.662223252,2017-04-30,Main,2017
Mashonaland Central,Guruve,0.5477040968,2016-04-30,Main,2016
Mashonaland Central,Mazowe,2.98594402,2017-04-30,Main,2017
Mashonaland Central,Mazowe,1.720882726,2016-04-30,Main,2016
Mashonaland Central,Mount Darwin,1.015745479,2017-04-30,Main,2017
Mashonaland Central,Mount Darwin,0.1700209474,2016-04-30,Main,2016
Mashonaland Central,Rushinga,0.561256263,2017-04-30,Main,2017
Mashonaland Central,Rushinga,0.0274898516,2016-04-30,Main,2016
Mashonaland Central,Shamva,1.598386597,2017-04-30,Main,2017
Mashonaland Central,Shamva,0.3586722304,2016-04-30,Main,2016
Mashonaland Central,Mbire,0.4871316503,2017-04-30,Main,2017
Mashonaland Central,Mbire,0.1292099576,2016-04-30,Main,2016
Mashonaland East,Chikomba,0.9217596028,2017-04-30,Main,2017
Mashonaland East,Chikomba,0.2837222876,2016-04-30,Main,2016
Mashonaland East,Goromonzi,2.616318548,2017-04-30,Main,2017
Mashonaland East,Goromonzi,0.5477040968,2016-04-30,Main,2016
Mashonaland East,Hwedza,0.9420539786,2017-04-30,Main,2017
Mashonaland East,Hwedza,0.3357030254,2016-04-30,Main,2016
Mashonaland East,Marondera Rural,1.570503228,2017-04-30,Main,2017
Mashonaland East,Marondera Rural,1.14873774,2016-04-30,Main,2016
Mashonaland East,Mudzi,0.6116481623,2017-04-30,Main,2017
Mashonaland East,Mudzi,0.03181462124,2016-04-30,Main,2016
Mashonaland East,Murehwa,0.8070343068,2017-04-30,Main,2017
Mashonaland East,Murehwa,0.5628018981,2016-04-30,Main,2016
Mashonaland East,Mutoko,0.8102333898,2017-04-30,Main,2017
Mashonaland East,Mutoko,0.2715258339,2016-04-30,Main,2016
Mashonaland East,Seke,1.356736924,2017-04-30,Main,2017
Mashonaland East,Seke,0.860511675,2016-04-30,Main,2016
Mashonaland East,Uzumba Maramba Pfungwe,0.5519109859,2017-04-30,Main,2017
Mashonaland East,Uzumba Maramba Pfungwe,0.211087404,2016-04-30,Main,2016
Mashonaland West,Chegutu Rural,1.643852639,2017-04-30,Main,2017
Mashonaland West,Chegutu Rural,0.4712720454,2016-04-30,Main,2016
Mashonaland West,Hurungwe,1.676730845,2017-04-30,Main,2017
Mashonaland West,Hurungwe,0.7118226447,2016-04-30,Main,2016
Mashonaland West,Kadoma Urban,1.402100614,2017-04-30,Main,2017
Mashonaland West,Kariba Rural,0.8024944213,2017-04-30,Main,2017
Mashonaland West,Kariba Rural,0.2236552146,2016-04-30,Main,2016
Mashonaland West,Makonde,2.695909522,2017-04-30,Main,2017
Mashonaland West,Makonde,0.9033158634,2016-04-30,Main,2016
Mashonaland West,Zvimba,2.631071562,2017-04-30,Main,2017
Mashonaland West,Zvimba,1.015480595,2016-04-30,Main,2016
Mashonaland West,Chinhoyi Urban,,2017-04-30,Main,2017
Mashonaland West,Mhondoro-Ngezi,1.0230932386091176,2017-04-30,Main,2017
Mashonaland West,Mhondoro-Ngezi,0.3814504053919471,2016-04-30,Main,2016
Mashonaland West,Sanyati,1.148019147,2017-04-30,Main,2017
Mashonaland West,Sanyati,0.420533416,2016-04-30,Main,2016
Matabeleland North,Binga,0.5249974636,2017-04-30,Main,2017
Matabeleland North,Binga,0.151994286,2016-04-30,Main,2016
Matabeleland North,Bubi,0.8862025237,2017-04-30,Main,2017
Matabeleland North,Bubi,0.35598507,2016-04-30,Main,2016
Matabeleland North,Lupane,0.272013806,2017-04-30,Main,2017
Matabeleland North,Lupane,0.1781809378,2016-04-30,Main,2016
Matabeleland North,Nkayi,0.3032261908,2017-04-30,Main,2017
Matabeleland North,Nkayi,0.2499408445,2016-04-30,Main,2016
Matabeleland North,Tsholotsho,0.3426109395,2017-04-30,Main,2017
Matabeleland North,Tsholotsho,0.07802049807,2016-04-30,Main,2016
Matabeleland North,Umguza,0.9286516321,2017-04-30,Main,2017
Matabeleland North,Umguza,0.1253524055,2016-04-30,Main,2016
Matabeleland North,Hwange Rural,0.4568376249,2017-04-30,Main,2017
Matabeleland North,Hwange Rural,0.2024488453,2016-04-30,Main,2016
Matabeleland South,Beitbridge Rural,0.4471825818,2017-04-30,Main,2017
Matabeleland South,Beitbridge Rural,0.0793526,2016-04-30,Main,2016
Matabeleland South,Bulilima,0.4444376302,2017-04-30,Main,2017
Matabeleland South,Bulilima,0.1927545207,2016-04-30,Main,2016
Matabeleland South,Mangwe,0.456672405,2017-04-30,Main,2017
Matabeleland South,Mangwe,0.5412607833,2016-04-30,Main,2016
Matabeleland South,Gwanda Rural,0.6523623344,2017-04-30,Main,2017
Matabeleland South,Gwanda Rural,0.07124829589,2016-04-30,Main,2016
Matabeleland South,Insiza,0.6298327954,2017-04-30,Main,2017
Matabeleland South,Insiza,0.3809846574,2016-04-30,Main,2016
Matabeleland South,Matobo,0.585190071,2017-04-30,Main,2017
Matabeleland South,Matobo,0.8111105026,2016-04-30,Main,2016
Matabeleland South,Umzingwane,1.034193951,2017-04-30,Main,2017
Matabeleland South,Umzingwane,0.2109676642,2016-04-30,Main,2016
Midlands,Chirumhanzu,1.409294767,2017-04-30,Main,2017
Midlands,Chirumhanzu,0.2724210181,2016-04-30,Main,2016
Midlands,Gokwe North,0.6035859373,2017-04-30,Main,2017
Midlands,Gokwe North,0.240333215,2016-04-30,Main,2016
Midlands,Gokwe South Rural,0.5576585821,2017-04-30,Main,2017
Midlands,Gokwe South Rural,0.2602029422,2016-04-30,Main,2016
Midlands,Gweru Rural,0.581808946,2017-04-30,Main,2017
Midlands,Gweru Rural,0.1260522049,2016-04-30,Main,2016
Midlands,Kwekwe Rural,1.613146383,2017-04-30,Main,2017
Midlands,Kwekwe Rural,0.36331945,2016-04-30,Main,2016
Midlands,Mberengwa,0.5672680234,2017-04-30,Main,2017
Midlands,Mberengwa,0.1869137998,2016-04-30,Main,2016
Midlands,Shurugwi Rural,0.5675412825,2017-04-30,Main,2017
Midlands,Shurugwi Rural,0.200463908,2016-04-30,Main,2016
Midlands,Zvishavane Rural,0.6693335609,2017-04-30,Main,2017
Midlands,Zvishavane Rural,0.1653454897,2016-04-30,Main,2016
Masvingo,Bikita,0.473527138,2017-04-30,Main,2017
Masvingo,Bikita,0.0806509337,2016-04-30,Main,2016
Masvingo,Chiredzi Rural,0.5393125925,2017-04-30,Main,2017
Masvingo,Chiredzi Rural,0.06769549982,2016-04-30,Main,2016
Masvingo,Chivi,0.3436167665,2017-04-30,Main,2017
Masvingo,Chivi,0.07419374529,2016-04-30,Main,2016
Masvingo,Gutu,0.728733338,2017-04-30,Main,2017
Masvingo,Gutu,0.1100369743,2016-04-30,Main,2016
Masvingo,Masvingo Rural,0.8802009499,2017-04-30,Main,2017
Masvingo,Masvingo Rural,0.118316858,2016-04-30,Main,2016
Masvingo,Mwenezi,0.4769939715,2017-04-30,Main,2017
Masvingo,Mwenezi,0.1108043594,2016-04-30,Main,2016
Masvingo,Zaka,0.580417946,2017-04-30,Main,2017
Masvingo,Zaka,0.08818921701,2016-04-30,Main,2016
Manicaland,Buhera,0.1783275156,2022-04-30,Main,2022
Manicaland,Buhera,0.5248983631,2021-04-30,Main,2021
Manicaland,Buhera,0.05542759975,2020-04-30,Main,2020
Manicaland,Buhera,0.06928766657,2019-04-30,Main,2019
Manicaland,Buhera,0.4472533091,2018-04-30,Main,2018
Manicaland,Chimanimani,0.5537832546,2022-04-30,Main,2022
Manicaland,Chimanimani,1.608999132,2021-04-30,Main,2021
Manicaland,Chimanimani,0.2171282939,2020-04-30,Main,2020
Manicaland,Chimanimani,0.06925827233,2019-04-30,Main,2019
Manicaland,Chimanimani,1.066847435,2018-04-30,Main,2018
Manicaland,Chipinge Rural,0.8796363146,2021-04-30,Main,2021
Manicaland,Chipinge Rural,0.3006428146,2020-04-30,Main,2020
Manicaland,Chipinge Rural,0.2062600674,2019-04-30,Main,2019
Manicaland,Makoni,0.6736721749,2022-04-30,Main,2022
Manicaland,Makoni,1.492672833,2021-04-30,Main,2021
Manicaland,Makoni,0.4029428033,2020-04-30,Main,2020
Manicaland,Makoni,0.268908347,2019-04-30,Main,2019
